user_sequence,challenge
92844_13,CI24905
92851_11,CI24707
92851_12,CI24700
92851_13,CI24733
92852_11,CI24898
92852_12,CI24901
92852_13,CI24070
92856_11,CI23737
92856_12,CI23615
92856_13,CI24042
92857_11,CI24905
92857_12,CI24326
92857_13,CI24235
92872_11,CI24256
92872_12,CI24905
92872_13,CI24324
92873_11,CI24055
92873_12,CI23807
92873_13,CI24042
92874_11,CI24905
92874_12,CI24397
92874_13,CI24256
92876_11,CI24923
92876_12,CI24899
92876_13,CI24898
92877_11,CI25771
92877_12,CI25776
92877_13,CI25760
92880_11,CI24398
92880_12,CI23634
92880_13,CI24050
92881_11,CI24905
92881_12,CI24235
92881_13,CI24326
92884_11,CI24905
92884_12,CI24326
92884_13,CI24235
92887_11,CI24234
92887_12,CI24319
92887_13,CI24865
92889_11,CI24110
92889_12,CI23942
92889_13,CI24671
92890_11,CI24020
92890_12,CI24044
92890_13,CI24151
92893_11,CI24905
92893_12,CI24256
92893_13,CI24248
92894_11,CI24020
92894_12,CI24680
92894_13,CI23726
92895_11,CI24316
92895_12,CI24256
92895_13,CI24327
92896_11,CI24319
92896_12,CI24234
92896_13,CI24256
92897_11,CI24256
92897_12,CI24317
92897_13,CI24324
92898_11,CI24235
92898_12,CI24905
92898_13,CI24397
92900_11,CI24326
92900_12,CI24319
92900_13,CI24256
92901_11,CI24235
92901_12,CI24326
92901_13,CI24255
92905_11,CI24317
92905_12,CI24235
92905_13,CI24256
92906_11,CI24905
92906_12,CI24397
92906_13,CI24256
92912_11,CI24905
92912_12,CI24326
92912_13,CI24235
92917_11,CI24399
92917_12,CI24940
92917_13,CI24535
92918_11,CI24154
92918_12,CI23785
92918_13,CI24166
92919_11,CI23736
92919_12,CI23864
92919_13,CI24926
92920_11,CI24400
92920_12,CI23634
92920_13,CI23615
92921_11,CI23496
92921_12,CI25459
92921_13,CI24282
92922_11,CI24905
92922_12,CI24397
92922_13,CI24235
92925_11,CI23667
92925_12,CI24148
92925_13,CI23615
92926_11,CI24905
92926_12,CI24235
92926_13,CI24326
92928_11,CI24905
92928_12,CI24235
92928_13,CI24326
92930_11,CI24905
92930_12,CI24326
92930_13,CI24235
92931_11,CI24905
92931_12,CI24326
92931_13,CI24235
92933_11,CI24148
92933_12,CI23667
92933_13,CI24071
92934_11,CI24905
92934_12,CI24235
92934_13,CI24256
92938_11,CI24234
92938_12,CI24319
92938_13,CI24300
92939_11,CI24020
92939_12,CI25077
92939_13,CI24535
92940_11,CI24518
92940_12,CI24905
92940_13,CI24389
92941_11,CI23800
92941_12,CI23838
92941_13,CI23677
92943_11,CI24905
92943_12,CI24256
92943_13,CI24248
92946_11,CI24055
92946_12,CI24042
92946_13,CI23807
92949_11,CI24905
92949_12,CI24235
92949_13,CI24326
92950_11,CI24234
92950_12,CI24319
92950_13,CI24300
92952_11,CI24234
92952_12,CI24319
92952_13,CI24303
92953_11,CI24864
92953_12,CI24896
92953_13,CI24399
92960_11,CI24235
92960_12,CI24905
92960_13,CI24397
92961_11,CI24535
92961_12,CI23667
92961_13,CI24399
92967_11,CI24319
92967_12,CI24303
92967_13,CI24917
92968_11,CI24400
92968_12,CI24110
92968_13,CI23656
92969_11,CI23938
92969_12,CI24667
92969_13,CI23727
92972_11,CI24673
92972_12,CI24020
92972_13,CI24171
92973_11,CI24897
92973_12,CI24319
92973_13,CI24923
92976_11,CI23726
92976_12,CI24769
92976_13,CI24020
92977_11,CI25209
92977_12,CI25262
92977_13,CI25201
92978_11,CI24176
92978_12,CI23791
92978_13,CI24769
92979_11,CI24300
92979_12,CI24319
92979_13,CI24303
92980_11,CI24176
92980_12,CI24151
92980_13,CI24020
92982_11,CI23726
92982_12,CI23791
92982_13,CI24020
92985_11,CI24940
92985_12,CI25077
92985_13,CI24535
92986_11,CI24148
92986_12,CI24940
92986_13,CI23667
92989_11,CI24865
92989_12,CI24319
92989_13,CI24234
92991_11,CI24050
92991_12,CI23725
92991_13,CI24718
92992_11,CI24319
92992_12,CI24303
92992_13,CI24234
92993_11,CI24020
92993_12,CI25077
92993_13,CI23726
92997_11,CI24680
92997_12,CI24535
92997_13,CI24020
92999_11,CI24234
92999_12,CI24319
92999_13,CI24303
93004_11,CI24901
93004_12,CI24898
93004_13,CI24303
93006_11,CI23838
93006_12,CI23788
93006_13,CI24769
93010_11,CI24759
93010_12,CI24769
93010_13,CI23788
93011_11,CI24319
93011_12,CI24300
93011_13,CI24303
93012_11,CI24901
93012_12,CI24898
93012_13,CI24303
93016_11,CI23736
93016_12,CI24517
93016_13,CI24905
93017_11,CI24020
93017_12,CI24176
93017_13,CI23726
93022_11,CI24401
93022_12,CI24403
93022_13,CI24865
93027_11,CI24316
93027_12,CI24327
93027_13,CI24905
93028_11,CI24905
93028_12,CI24248
93028_13,CI24326
93029_11,CI24866
93029_12,CI24940
93029_13,CI24399
93030_11,CI24905
93030_12,CI24326
93030_13,CI24397
93033_11,CI24848
93033_12,CI24896
93033_13,CI24866
93034_11,CI24676
93034_12,CI24816
93034_13,CI23788
93037_11,CI24070
93037_12,CI24932
93037_13,CI24926
93038_11,CI23800
93038_12,CI24070
93038_13,CI24897
93039_11,CI24020
93039_12,CI24151
93039_13,CI24176
93040_11,CI24677
93040_12,CI24678
93040_13,CI24303
93041_11,CI24020
93041_12,CI24151
93041_13,CI24176
93045_11,CI24176
93045_12,CI24154
93045_13,CI23785
93046_11,CI24932
93046_12,CI24070
93046_13,CI24926
93051_11,CI24697
93051_12,CI24176
93051_13,CI24154
93055_11,CI24848
93055_12,CI24866
93055_13,CI24940
93058_11,CI24847
93058_12,CI24020
93058_13,CI23838
93059_11,CI24256
93059_12,CI24401
93059_13,CI24317
93060_11,CI24848
93060_12,CI24401
93060_13,CI24402
93067_11,CI24899
93067_12,CI24319
93067_13,CI24923
93068_11,CI24535
93068_12,CI24673
93068_13,CI24940
93071_11,CI24535
93071_12,CI24399
93071_13,CI24940
93074_11,CI24901
93074_12,CI24897
93074_13,CI24898
93077_11,CI23978
93077_12,CI24186
93077_13,CI24187
93078_11,CI24940
93078_12,CI24864
93078_13,CI24070
93090_11,CI24148
93090_12,CI23615
93090_13,CI24050
93095_11,CI24898
93095_12,CI24518
93095_13,CI24517
93097_11,CI24148
93097_12,CI23726
93097_13,CI24020
93098_11,CI24235
93098_12,CI24326
93098_13,CI24324
93100_11,CI24020
93100_12,CI24176
93100_13,CI24158
93101_11,CI23888
93101_12,CI24044
93101_13,CI24020
93103_11,CI24303
93103_12,CI24319
93103_13,CI24932
93115_11,CI24319
93115_12,CI24901
93115_13,CI24402
93120_11,CI24319
93120_12,CI24901
93120_13,CI24300
93121_11,CI24397
93121_12,CI24326
93121_13,CI24318
93127_11,CI24940
93127_12,CI24680
93127_13,CI24678
93130_11,CI24899
93130_12,CI24319
93130_13,CI24897
93136_11,CI24696
93136_12,CI24866
93136_13,CI24535
93137_11,CI23537
93137_12,CI24865
93137_13,CI24866
93139_11,CI23667
93139_12,CI24148
93139_13,CI24535
93141_11,CI24319
93141_12,CI24327
93141_13,CI24256
93144_11,CI24673
93144_12,CI24535
93144_13,CI24399
93148_11,CI24681
93148_12,CI24070
93148_13,CI24866
93150_11,CI24319
93150_12,CI24897
93150_13,CI24303
93156_11,CI24319
93156_12,CI24303
93156_13,CI24300
93160_11,CI24171
93160_12,CI24673
93160_13,CI24680
93161_11,CI23726
93161_12,CI24148
93161_13,CI24020
93164_11,CI24055
93164_12,CI24042
93164_13,CI24164
93171_11,CI24055
93171_12,CI24042
93171_13,CI24164
93172_11,CI24043
93172_12,CI24058
93172_13,CI23609
93175_11,CI23667
93175_12,CI24148
93175_13,CI24020
93178_11,CI24043
93178_12,CI24058
93178_13,CI23609
93179_11,CI24363
93179_12,CI24397
93179_13,CI24300
93180_11,CI24769
93180_12,CI24700
93180_13,CI24671
93181_11,CI24043
93181_12,CI24058
93181_13,CI23609
93184_11,CI24043
93184_12,CI24058
93184_13,CI23635
93185_11,CI24498
93185_12,CI24300
93185_13,CI24455
93186_11,CI24917
93186_12,CI24926
93186_13,CI24070
93187_11,CI24459
93187_12,CI25247
93187_13,CI24490
93188_11,CI24110
93188_12,CI24398
93188_13,CI24395
93193_11,CI24678
93193_12,CI24681
93193_13,CI24677
93196_11,CI23872
93196_12,CI24071
93196_13,CI24042
93197_11,CI23806
93197_12,CI24757
93197_13,CI24400
93199_11,CI24892
93199_12,CI24874
93199_13,CI24890
93202_11,CI24866
93202_12,CI24400
93202_13,CI24399
93207_11,CI24940
93207_12,CI24535
93207_13,CI24680
93208_11,CI24964
93208_12,CI24959
93208_13,CI24961
93211_11,CI23871
93211_12,CI23877
93211_13,CI24863
93213_11,CI24071
93213_12,CI23725
93213_13,CI24176
93220_11,CI24832
93220_12,CI24835
93220_13,CI24836
93221_11,CI24033
93221_12,CI23895
93221_13,CI24393
93222_11,CI25077
93222_12,CI24171
93222_13,CI24758
93223_11,CI24769
93223_12,CI23788
93223_13,CI24916
93224_11,CI24327
93224_12,CI24324
93224_13,CI24317
93225_11,CI24614
93225_12,CI24964
93225_13,CI24522
93226_11,CI23615
93226_12,CI23972
93226_13,CI24171
93228_11,CI24184
93228_12,CI24476
93228_13,CI23620
93232_11,CI24392
93232_12,CI24396
93232_13,CI24103
93235_11,CI24678
93235_12,CI24865
93235_13,CI24673
93236_11,CI24452
93236_12,CI24465
93236_13,CI24498
93244_11,CI24707
93244_12,CI24700
93244_13,CI24675
93245_11,CI24707
93245_12,CI24700
93245_13,CI24766
93250_11,CI24043
93250_12,CI24058
93250_13,CI23609
93255_11,CI24613
93255_12,CI24617
93255_13,CI24612
93261_11,CI24707
93261_12,CI24766
93261_13,CI25082
93263_11,CI24700
93263_12,CI24707
93263_13,CI24678
93264_11,CI24680
93264_12,CI24148
93264_13,CI23667
93265_11,CI24823
93265_12,CI24680
93265_13,CI24044
93272_11,CI24303
93272_12,CI24319
93272_13,CI24300
93274_11,CI24905
93274_12,CI24326
93274_13,CI24318
93275_11,CI24905
93275_12,CI24397
93275_13,CI24326
93276_11,CI24303
93276_12,CI24901
93276_13,CI24319
93277_11,CI24899
93277_12,CI24897
93277_13,CI24894
93278_11,CI24892
93278_12,CI24894
93278_13,CI24889
93280_11,CI24940
93280_12,CI24535
93280_13,CI24399
93283_11,CI24336
93283_12,CI24544
93283_13,CI24179
93285_11,CI24676
93285_12,CI24759
93285_13,CI24932
93287_11,CI25262
93287_12,CI25201
93287_13,CI25203
93288_11,CI24733
93288_12,CI24758
93288_13,CI24745
93289_11,CI24680
93289_12,CI23726
93289_13,CI25077
93294_11,CI25210
93294_12,CI25262
93294_13,CI25208
93297_11,CI24915
93297_12,CI23882
93297_13,CI24678
93300_11,CI25209
93300_12,CI25203
93300_13,CI25263
93301_11,CI24897
93301_12,CI24894
93301_13,CI24899
93302_11,CI24399
93302_12,CI24535
93302_13,CI24848
93304_11,CI25209
93304_12,CI25201
93304_13,CI25211
93305_11,CI24020
93305_12,CI23726
93305_13,CI25077
93306_11,CI24399
93306_12,CI24535
93306_13,CI24673
93310_11,CI24818
93310_12,CI24932
93310_13,CI24933
93311_11,CI24678
93311_12,CI24535
93311_13,CI24676
93313_11,CI24940
93313_12,CI24535
93313_13,CI24399
93314_11,CI24818
93314_12,CI24896
93314_13,CI24932
93315_11,CI24866
93315_12,CI23807
93315_13,CI24865
93316_11,CI24894
93316_12,CI24848
93316_13,CI24897
93319_11,CI24103
93319_12,CI26056
93319_13,CI26052
93322_11,CI24848
93322_12,CI24676
93322_13,CI24932
93329_11,CI24836
93329_12,CI24832
93329_13,CI24835
93332_11,CI24103
93332_12,CI26056
93332_13,CI26288
93337_11,CI24677
93337_12,CI24678
93337_13,CI24675
93341_11,CI24535
93341_12,CI24866
93341_13,CI24680
93345_11,CI24738
93345_12,CI24733
93345_13,CI23727
93346_11,CI24932
93346_12,CI23726
93346_13,CI24148
93347_11,CI24071
93347_12,CI24941
93347_13,CI24158
93349_11,CI24535
93349_12,CI24680
93349_13,CI24171
93355_11,CI24020
93355_12,CI24680
93355_13,CI24535
93357_11,CI24400
93357_12,CI24866
93357_13,CI24399
93358_11,CI24892
93358_12,CI24896
93358_13,CI24883
93359_11,CI24235
93359_12,CI24397
93359_13,CI24363
93366_11,CI24769
93366_12,CI23630
93366_13,CI23725
93368_11,CI24671
93368_12,CI24932
93368_13,CI23653
93371_11,CI24148
93371_12,CI23630
93371_13,CI24158
93372_11,CI23942
93372_12,CI24755
93372_13,CI24747
93375_11,CI24754
93375_12,CI23807
93375_13,CI23630
93382_11,CI23806
93382_12,CI24818
93382_13,CI25084
93383_11,CI26447
93383_12,CI26740
93383_13,CI25782
93386_11,CI24150
93386_12,CI24672
93386_13,CI24707
93390_11,CI24324
93390_12,CI24316
93390_13,CI24302
93391_11,CI24186
93391_12,CI24187
93391_13,CI24188
93392_11,CI25651
93392_12,CI25544
93392_13,CI24760
93396_11,CI25688
93396_12,CI23806
93396_13,CI25690
93403_11,CI24792
93403_12,CI24165
93403_13,CI24752
93406_11,CI25442
93406_12,CI23883
93406_13,CI25689
93407_11,CI24150
93407_12,CI24678
93407_13,CI25448
93410_11,CI26435
93410_12,CI26436
93410_13,CI26439
93411_11,CI26435
93411_12,CI26436
93411_13,CI26439
93416_11,CI26424
93416_12,CI26425
93416_13,CI26415
93419_11,CI26435
93419_12,CI26436
93419_13,CI26439
93421_11,CI24836
93421_12,CI24832
93421_13,CI24842
93422_11,CI24727
93422_12,CI24720
93422_13,CI24054
93423_11,CI24718
93423_12,CI23806
93423_13,CI25689
93426_11,CI26435
93426_12,CI26436
93426_13,CI26439
93428_11,CI26435
93428_12,CI26436
93428_13,CI26439
93430_11,CI26435
93430_12,CI26434
93430_13,CI26432
93433_11,CI26435
93433_12,CI26434
93433_13,CI26432
93434_11,CI26435
93434_12,CI26436
93434_13,CI26439
93440_11,CI26435
93440_12,CI26436
93440_13,CI26439
93441_11,CI26435
93441_12,CI26436
93441_13,CI26439
93444_11,CI26435
93444_12,CI26439
93444_13,CI26436
93445_11,CI26435
93445_12,CI26436
93445_13,CI26439
93449_11,CI26435
93449_12,CI26436
93449_13,CI26439
93452_11,CI26435
93452_12,CI26436
93452_13,CI26439
93453_11,CI26425
93453_12,CI26424
93453_13,CI26439
93456_11,CI26435
93456_12,CI26436
93456_13,CI26439
93460_11,CI26435
93460_12,CI26436
93460_13,CI26439
93466_11,CI24071
93466_12,CI23934
93466_13,CI24042
93469_11,CI26435
93469_12,CI26436
93469_13,CI26439
93474_11,CI26435
93474_12,CI26436
93474_13,CI26439
93475_11,CI26435
93475_12,CI26436
93475_13,CI26439
93476_11,CI26435
93476_12,CI26436
93476_13,CI26439
93478_11,CI26424
93478_12,CI26425
93478_13,CI26421
93479_11,CI26424
93479_12,CI26421
93479_13,CI26418
93480_11,CI26435
93480_12,CI26436
93480_13,CI26439
93481_11,CI26435
93481_12,CI26436
93481_13,CI26439
93482_11,CI26435
93482_12,CI26436
93482_13,CI26439
93484_11,CI26435
93484_12,CI26436
93484_13,CI26439
93487_11,CI26435
93487_12,CI26436
93487_13,CI26439
93491_11,CI26435
93491_12,CI26436
93491_13,CI26439
93495_11,CI24103
93495_12,CI25447
93495_13,CI25084
93499_11,CI23938
93499_12,CI24667
93499_13,CI25367
93502_11,CI25825
93502_12,CI26411
93502_13,CI25773
93506_11,CI25825
93506_12,CI25820
93506_13,CI25773
93508_11,CI25776
93508_12,CI25780
93508_13,CI25777
93509_11,CI25825
93509_12,CI25820
93509_13,CI25773
93514_11,CI27561
93514_12,CI27566
93514_13,CI27574
93515_11,CI24319
93515_12,CI24865
93515_13,CI24303
93520_11,CI25375
93520_12,CI25690
93520_13,CI25364
93521_11,CI27237
93521_12,CI27246
93521_13,CI27243
93523_11,CI26411
93523_12,CI25819
93523_13,CI26355
93531_11,CI23800
93531_12,CI24926
93531_13,CI24917
93534_11,CI27563
93534_12,CI27573
93534_13,CI27570
93536_11,CI25689
93536_12,CI23634
93536_13,CI24759
93541_11,CI23630
93541_12,CI23806
93541_13,CI23883
93543_11,CI24389
93543_12,CI24401
93543_13,CI24324
93549_11,CI27568
93549_12,CI27574
93549_13,CI27570
93551_11,CI25692
93551_12,CI24150
93551_13,CI25689
93557_11,CI25079
93557_12,CI24676
93557_13,CI24853
93558_11,CI24150
93558_12,CI23883
93558_13,CI23923
93559_11,CI23883
93559_12,CI24916
93559_13,CI24926
93564_11,CI24128
93564_12,CI27575
93564_13,CI24081
93566_11,CI27561
93566_12,CI27570
93566_13,CI27573
93569_11,CI23677
93569_12,CI25442
93569_13,CI23634
93573_11,CI24915
93573_12,CI24916
93573_13,CI23677
93574_11,CI23582
93574_12,CI25690
93574_13,CI23882
93577_11,CI24754
93577_12,CI23807
93577_13,CI25689
93584_11,CI23633
93584_12,CI23699
93584_13,CI24792
93588_11,CI27559
93588_12,CI27561
93588_13,CI23946
93589_11,CI27570
93589_12,CI27574
93589_13,CI27566
93590_11,CI24070
93590_12,CI24112
93590_13,CI23677
93591_11,CI24496
93591_12,CI24514
93591_13,CI24465
93593_11,CI24734
93593_12,CI24758
93593_13,CI24847
93599_11,CI27561
93599_12,CI27575
93599_13,CI27566
93603_11,CI24154
93603_12,CI23785
93603_13,CI23659
93604_11,CI27570
93604_12,CI27574
93604_13,CI27568
93606_11,CI23507
93606_12,CI24521
93606_13,CI24405
93609_11,CI26441
93609_12,CI26442
93609_13,CI26440
93613_11,CI23667
93613_12,CI24535
93613_13,CI24148
93614_11,CI24255
93614_12,CI24234
93614_13,CI24397
93625_11,CI24865
93625_12,CI24402
93625_13,CI24866
93630_11,CI24191
93630_12,CI26052
93630_13,CI24392
93632_11,CI23725
93632_12,CI23656
93632_13,CI23677
93633_11,CI24319
93633_12,CI24865
93633_13,CI24300
93634_11,CI24020
93634_12,CI23971
93634_13,CI24680
93637_11,CI25696
93637_12,CI24391
93637_13,CI23766
93638_11,CI24191
93638_12,CI26052
93638_13,CI24392
93639_11,CI24915
93639_12,CI24916
93639_13,CI24926
93640_11,CI24128
93640_12,CI23883
93640_13,CI23806
93643_11,CI27561
93643_12,CI27563
93643_13,CI27575
93646_11,CI23630
93646_12,CI24754
93646_13,CI23662
93647_11,CI27574
93647_12,CI27573
93647_13,CI27566
93651_11,CI27568
93651_12,CI27574
93651_13,CI27566
93652_11,CI27568
93652_12,CI27573
93652_13,CI27574
93653_11,CI27574
93653_12,CI27571
93653_13,CI27568
93654_11,CI24128
93654_12,CI24053
93654_13,CI24670
93657_11,CI24710
93657_12,CI25448
93657_13,CI23923
93658_11,CI27566
93658_12,CI27561
93658_13,CI27570
93661_11,CI26622
93661_12,CI26366
93661_13,CI25789
93662_11,CI25692
93662_12,CI25854
93662_13,CI25853
93663_11,CI24088
93663_12,CI23872
93663_13,CI23936
93665_11,CI24760
93665_12,CI25698
93665_13,CI27195
93670_11,CI26365
93670_12,CI26411
93670_13,CI25789
93671_11,CI26622
93671_12,CI26366
93671_13,CI26382
93673_11,CI25692
93673_12,CI25689
93673_13,CI24917
93674_11,CI25690
93674_12,CI27561
93674_13,CI27568
93678_11,CI24769
93678_12,CI23838
93678_13,CI23582
93680_11,CI25079
93680_12,CI24933
93680_13,CI23872
93686_11,CI27561
93686_12,CI27570
93686_13,CI27566
93689_11,CI27561
93689_12,CI23883
93689_13,CI23677
93690_11,CI27564
93690_12,CI24054
93690_13,CI26740
93699_11,CI25176
93699_12,CI25113
93699_13,CI26666
93700_11,CI27559
93700_12,CI24121
93700_13,CI24150
93703_11,CI26429
93703_12,CI25814
93703_13,CI26421
93706_11,CI25113
93706_12,CI26740
93706_13,CI25176
93709_11,CI23737
93709_12,CI24165
93709_13,CI23872
93712_11,CI25825
93712_12,CI25820
93712_13,CI25773
93713_11,CI25825
93713_12,CI26411
93713_13,CI25773
93714_11,CI26355
93714_12,CI25776
93714_13,CI25771
93716_11,CI25825
93716_12,CI25773
93716_13,CI25820
93729_11,CI26740
93729_12,CI25690
93729_13,CI24720
93730_11,CI25477
93730_12,CI23867
93730_13,CI27269
93734_11,CI24088
93734_12,CI23936
93734_13,CI25375
93743_11,CI27109
93743_12,CI25777
93743_13,CI25780
93744_11,CI27135
93744_12,CI27109
93744_13,CI27121
93746_11,CI26435
93746_12,CI26434
93746_13,CI26432
93748_11,CI27109
93748_12,CI27135
93748_13,CI26320
93750_11,CI25448
93750_12,CI25080
93750_13,CI24818
93754_11,CI27135
93754_12,CI27121
93754_13,CI27119
93756_11,CI27566
93756_12,CI27561
93756_13,CI27574
93760_11,CI26435
93760_12,CI26436
93760_13,CI26439
93763_11,CI27109
93763_12,CI27135
93763_13,CI27119
93765_11,CI27109
93765_12,CI27135
93765_13,CI27119
93766_11,CI26441
93766_12,CI26442
93766_13,CI27109
93769_11,CI25825
93769_12,CI25820
93769_13,CI25777
93771_11,CI26441
93771_12,CI26442
93771_13,CI26440
93772_11,CI26435
93772_12,CI26436
93772_13,CI26439
93776_11,CI26052
93776_12,CI24392
93776_13,CI23765
93778_11,CI24148
93778_12,CI24673
93778_13,CI23667
93779_11,CI25689
93779_12,CI23725
93779_13,CI24759
93785_11,CI24148
93785_12,CI23615
93785_13,CI23656
93787_11,CI25367
93787_12,CI26320
93787_13,CI27005
93790_11,CI24672
93790_12,CI23923
93790_13,CI23582
93791_11,CI24795
93791_12,CI23938
93791_13,CI24863
93792_11,CI24847
93792_12,CI24020
93792_13,CI23791
93794_11,CI23800
93794_12,CI24816
93794_13,CI23653
93796_11,CI23800
93796_12,CI23582
93796_13,CI23630
93797_11,CI24158
93797_12,CI24154
93797_13,CI23791
93798_11,CI23806
93798_12,CI23677
93798_13,CI23630
93800_11,CI23677
93800_12,CI23806
93800_13,CI24398
93808_11,CI23507
93808_12,CI24521
93808_13,CI24405
93809_11,CI25077
93809_12,CI24020
93809_13,CI24151
93813_11,CI26340
93813_12,CI26338
93813_13,CI26343
93816_11,CI27561
93816_12,CI27568
93816_13,CI27566
93823_11,CI27566
93823_12,CI27563
93823_13,CI27577
93825_11,CI24150
93825_12,CI23630
93825_13,CI23726
93830_11,CI24103
93830_12,CI24816
93830_13,CI25442
93833_11,CI23971
93833_12,CI25514
93833_13,CI24845
93848_11,CI24043
93848_12,CI24058
93848_13,CI23635
93849_11,CI24398
93849_12,CI24400
93849_13,CI23615
93850_11,CI24254
93850_12,CI24514
93850_13,CI24462
93851_11,CI27112
93851_12,CI27109
93851_13,CI27135
93855_11,CI25780
93855_12,CI26429
93855_13,CI25777
93857_11,CI23677
93857_12,CI24759
93857_13,CI24917
93859_11,CI24759
93859_12,CI25689
93859_13,CI24071
93861_11,CI24154
93861_12,CI23938
93861_13,CI24158
93862_11,CI27561
93862_12,CI27566
93862_13,CI27559
93864_11,CI26666
93864_12,CI23906
93864_13,CI24058
93874_11,CI26333
93874_12,CI26334
93874_13,CI26346
93876_11,CI25134
93876_12,CI26333
93876_13,CI26740
93877_11,CI25134
93877_12,CI26333
93877_13,CI26849
93880_11,CI25688
93880_12,CI23923
93880_13,CI23806
93883_11,CI23634
93883_12,CI25689
93883_13,CI23788
93884_11,CI24154
93884_12,CI24158
93884_13,CI23938
93885_11,CI23662
93885_12,CI25694
93885_13,CI23677
93888_11,CI25692
93888_12,CI24103
93888_13,CI24150
93889_11,CI24071
93889_12,CI24769
93889_13,CI24757
93891_11,CI24112
93891_12,CI23807
93891_13,CI23800
93894_11,CI26740
93894_12,CI24994
93894_13,CI24145
93896_11,CI23630
93896_12,CI23923
93896_13,CI25689
93912_11,CI25779
93912_12,CI25771
93912_13,CI25770
93913_11,CI26412
93913_12,CI26411
93913_13,CI26355
93914_11,CI24908
93914_12,CI23806
93914_13,CI23788
93920_11,CI26666
93920_12,CI23938
93920_13,CI23906
93925_11,CI26435
93925_12,CI26434
93925_13,CI26432
93933_11,CI23942
93933_12,CI25688
93933_13,CI24113
93935_11,CI24720
93935_12,CI25688
93935_13,CI23630
93936_11,CI26365
93936_12,CI26411
93936_13,CI26355
93939_11,CI25802
93939_12,CI25803
93939_13,CI25806
93940_11,CI25692
93940_12,CI25690
93940_13,CI24081
93941_11,CI24770
93941_12,CI24755
93941_13,CI24763
93943_11,CI23914
93943_12,CI23742
93943_13,CI23913
93951_11,CI24392
93951_12,CI24398
93951_13,CI24393
93953_11,CI25073
93953_12,CI25030
93953_13,CI24688
93956_11,CI27038
93956_12,CI27033
93956_13,CI27040
93958_11,CI24823
93958_12,CI24754
93958_13,CI24757
93961_11,CI26622
93961_12,CI26382
93961_13,CI26370
93962_11,CI24176
93962_12,CI23726
93962_13,CI25077
93963_11,CI26622
93963_12,CI26382
93963_13,CI26370
93965_11,CI23634
93965_12,CI23630
93965_13,CI23923
93969_11,CI25698
93969_12,CI23923
93969_13,CI23883
93971_11,CI23738
93971_12,CI24398
93971_13,CI24519
93972_11,CI25364
93972_12,CI24881
93972_13,CI25452
93974_11,CI23677
93974_12,CI25690
93974_13,CI25133
93975_11,CI23806
93975_12,CI24070
93975_13,CI23883
93978_11,CI24042
93978_12,CI24756
93978_13,CI24158
93980_11,CI23582
93980_12,CI23882
93980_13,CI24931
93988_11,CI26942
93988_12,CI23759
93988_13,CI24760
93992_11,CI23872
93992_12,CI24847
93992_13,CI24150
93997_11,CI27109
93997_12,CI27111
93997_13,CI26346
93999_11,CI26412
93999_12,CI25818
93999_13,CI25822
94000_11,CI25367
94000_12,CI25703
94000_13,CI25133
94003_11,CI24796
94003_12,CI23938
94003_13,CI24795
94009_11,CI24734
94009_12,CI24758
94009_13,CI24917
94010_11,CI23630
94010_12,CI24917
94010_13,CI23582
94013_11,CI24324
94013_12,CI24326
94013_13,CI24256
94014_11,CI24040
94014_12,CI23872
94014_13,CI23586
94015_11,CI24158
94015_12,CI23667
94015_13,CI23615
94016_11,CI24151
94016_12,CI24763
94016_13,CI24176
94019_11,CI24720
94019_12,CI25771
94019_13,CI26366
94023_11,CI23788
94023_12,CI23806
94023_13,CI24718
94029_11,CI25698
94029_12,CI25477
94029_13,CI25084
94030_11,CI24307
94030_12,CI23726
94030_13,CI24680
94031_11,CI24763
94031_12,CI24757
94031_13,CI23942
94032_11,CI24179
94032_12,CI23806
94032_13,CI24792
94033_11,CI24688
94033_12,CI24672
94033_13,CI25256
94039_11,CI25442
94039_12,CI26740
94039_13,CI25688
94044_11,CI23923
94044_12,CI25692
94044_13,CI25448
94045_11,CI24145
94045_12,CI23661
94045_13,CI26515
94046_11,CI26411
94046_12,CI25826
94046_13,CI25822
94049_11,CI24070
94049_12,CI24400
94049_13,CI24917
94051_11,CI27559
94051_12,CI25690
94051_13,CI27562
94052_11,CI24148
94052_12,CI23667
94052_13,CI23615
94054_11,CI24465
94054_12,CI24514
94054_13,CI24495
94057_11,CI24959
94057_12,CI24758
94057_13,CI23800
94060_11,CI24680
94060_12,CI24673
94060_13,CI24535
94069_11,CI24866
94069_12,CI24718
94069_13,CI24400
94074_11,CI24671
94074_12,CI24769
94074_13,CI24020
94077_11,CI25201
94077_12,CI25209
94077_13,CI25262
94080_11,CI24397
94080_12,CI24318
94080_13,CI24256
94082_11,CI25477
94082_12,CI24185
94082_13,CI25364
94086_11,CI24769
94086_12,CI24756
94086_13,CI23615
94088_11,CI23630
94088_12,CI24926
94088_13,CI24769
94090_11,CI23882
94090_12,CI24150
94090_13,CI24754
94093_11,CI24402
94093_12,CI24398
94093_13,CI23615
94095_11,CI24301
94095_12,CI24179
94095_13,CI24364
94096_11,CI24042
94096_12,CI24071
94096_13,CI24055
94097_11,CI24186
94097_12,CI24188
94097_13,CI24187
94101_11,CI27192
94101_12,CI25087
94101_13,CI26942
94104_11,CI24823
94104_12,CI25077
94104_13,CI24700
94108_11,CI24071
94108_12,CI23667
94108_13,CI23882
94109_11,CI24148
94109_12,CI23667
94109_13,CI24769
